C7 17.84 11.31  90 10uF 0805
D1  2.80 13.33   0 2.7V SOD-323
H-BRIDGE 21.29  5.02   0 LV8417CS LV8417CS
R5  5.85  8.83 180 10K 0805
RECTIFIER 21.37  8.28 180 NSR1030QMUTAG NSR1030QMUTAG
SUNSENSOR2  5.84 10.23 180 LIGHTSENSORALS ALS-PT19
TRISOL3  3.15 19.70   0 TRISOLX-WING TRISOLX-T01
TRISOL4 27.58 28.95 180 TRISOLX-WING TRISOLX-T01
